PROVINCE,VARIABLE,YEAR,UNIT,VALUE
US,pH,2001,PH,8.038452593917711
US,pH,2002,PH,8.17510582010582
US,pH,2003,PH,8.217579365079365
US,pH,2004,PH,8.074814814814815
US,pH,2005,PH,7.85860606060606
US,pH,2006,PH,8.17711111111111
US,pH,2007,PH,8.182046783625731
US,pH,2008,PH,8.379333333333333
US,pH,2009,PH,8.172885154061625
US,pH,2010,PH,8.018627450980391
US,pH,2011,PH,8.006428571428572
US,pH,2012,PH,8.446000000000002
US,pH,2013,PH,8.0325
US,pH,2014,PH,8.114195804195806
US,pH,2015,PH,8.124777777777778
US,pH,2016,PH,8.151153846153848
US,pH,2017,PH,8.225599647266314
US,pH,2018,PH,8.197843137254901
US,pH,2019,PH,7.999117647058824
Yukon,Dissolved Oxygen,2005,mg/L,9.869
Yukon,Dissolved Oxygen,2006,mg/L,10.925714285714285
Yukon,Dissolved Oxygen,2007,mg/L,11.281818181818181
Yukon,Dissolved Oxygen,2008,mg/L,11.367121212121212
Yukon,Dissolved Oxygen,2009,mg/L,10.942
Yukon,Dissolved Oxygen,2010,mg/L,10.6125
Yukon,Dissolved Oxygen,2011,mg/L,11.202671957671958
Yukon,Dissolved Oxygen,2012,mg/L,11.409523809523808
Yukon,Dissolved Oxygen,2013,mg/L,10.891666666666666
Yukon,Dissolved Oxygen,2014,mg/L,10.327777777777778
Yukon,Dissolved Oxygen,2015,mg/L,11.262666666666668
Yukon,Dissolved Oxygen,2016,mg/L,11.278500000000001
Yukon,Dissolved Oxygen,2017,mg/L,11.483333333333334
Yukon,Dissolved Oxygen,2018,mg/L,11.11
Yukon,Dissolved Oxygen,2019,mg/L,11.699285714285715
Yukon,Dissolved Phosphorus,2000,mg/L,0.004
Yukon,Dissolved Phosphorus,2001,mg/L,0.007
Yukon,Dissolved Phosphorus,2002,mg/L,0.010333333333333333
Yukon,Dissolved Phosphorus,2003,mg/L,0.008
Yukon,Dissolved Phosphorus,2004,mg/L,0.01
Yukon,Dissolved Phosphorus,2005,mg/L,0.01
Yukon,Dissolved Phosphorus,2006,mg/L,0.01
Yukon,Dissolved Phosphorus,2007,mg/L,0.015
Yukon,Dissolved Phosphorus,2008,mg/L,0.005493333333333334
Yukon,Dissolved Phosphorus,2009,mg/L,0.00652020202020202
Yukon,Dissolved Phosphorus,2010,mg/L,0.007096618357487923
Yukon,Dissolved Phosphorus,2011,mg/L,0.005920634920634921
Yukon,Dissolved Phosphorus,2012,mg/L,0.004974025974025974
Yukon,Dissolved Phosphorus,2013,mg/L,0.004483068783068784
Yukon,Dissolved Phosphorus,2014,mg/L,0.0034191279932189026
Yukon,Dissolved Phosphorus,2015,mg/L,0.0024294733044733048
Yukon,Dissolved Phosphorus,2016,mg/L,0.0021565564738292016
Yukon,Dissolved Phosphorus,2017,mg/L,0.0020574090909090906
Yukon,Dissolved Phosphorus,2018,mg/L,0.0024865454545454544
Yukon,Dissolved Phosphorus,2019,mg/L,0.00247852380952381
Yukon,Dissolved Sulphate,2000,mg/L,32.347570465686275
Yukon,Dissolved Sulphate,2001,mg/L,29.61807421366716
Yukon,Dissolved Sulphate,2002,mg/L,27.67327935222672
Yukon,Dissolved Sulphate,2003,mg/L,24.036675824175823
Yukon,Dissolved Sulphate,2004,mg/L,23.281283738191632
Yukon,Dissolved Sulphate,2005,mg/L,30.322101440226444
Yukon,Dissolved Sulphate,2006,mg/L,28.405803212310566
Yukon,Dissolved Sulphate,2007,mg/L,35.816603535353536
Yukon,Dissolved Sulphate,2008,mg/L,37.25867003367003
Yukon,Dissolved Sulphate,2009,mg/L,44.11653985507246
Yukon,Dissolved Sulphate,2010,mg/L,49.05165692007797
Yukon,Dissolved Sulphate,2011,mg/L,47.43276414943081
Yukon,Dissolved Sulphate,2012,mg/L,49.29978354978355
Yukon,Dissolved Sulphate,2013,mg/L,43.50251322751323
Yukon,Dissolved Sulphate,2014,mg/L,41.95681818181818
Yukon,Dissolved Sulphate,2015,mg/L,47.47367834186016
Yukon,Dissolved Sulphate,2016,mg/L,50.73977134986225
Yukon,Dissolved Sulphate,2017,mg/L,63.817750000000004
Yukon,Water Temperature,2000,°C,4.03125
Yukon,Water Temperature,2001,°C,5.117064506962206
Yukon,Water Temperature,2002,°C,4.486278002699056
Yukon,Water Temperature,2003,°C,4.541826923076923
Yukon,Water Temperature,2004,°C,4.278087044534413
Yukon,Water Temperature,2005,°C,7.260124042624043
Yukon,Water Temperature,2006,°C,5.901071428571428
Yukon,Water Temperature,2007,°C,4.457767094017095
Yukon,Water Temperature,2008,°C,5.541779711516554
Yukon,Water Temperature,2009,°C,5.3766561055691495
Yukon,Water Temperature,2010,°C,5.593066401914609
Yukon,Water Temperature,2011,°C,4.8951206509539835
Yukon,Water Temperature,2012,°C,3.7333950617283955
Yukon,Water Temperature,2013,°C,4.700808080808081
Yukon,Water Temperature,2014,°C,5.57511655011655
Yukon,Water Temperature,2015,°C,5.356255739210285
Yukon,Water Temperature,2016,°C,4.832341597796144
Yukon,Water Temperature,2017,°C,5.2895101010101
Yukon,Water Temperature,2018,°C,4.3886111111111115
Yukon,Water Temperature,2019,°C,5.782166666666667
Yukon,pH,2000,PH,7.999248774509804
Yukon,pH,2001,PH,8.092350241545894
Yukon,pH,2002,PH,8.026825892857143
Yukon,pH,2003,PH,8.025961352657005
Yukon,pH,2004,PH,7.931222222222222
Yukon,pH,2005,PH,8.53619474969475
Yukon,pH,2006,PH,7.965924630924631
Yukon,pH,2007,PH,8.064578088578088
Yukon,pH,2008,PH,8.078020375457875
Yukon,pH,2009,PH,8.040673040184455
Yukon,pH,2010,PH,8.067860233918129
Yukon,pH,2011,PH,8.08195331890332
Yukon,pH,2012,PH,8.016678571428573
Yukon,pH,2013,PH,8.068999999999999
Yukon,pH,2014,PH,8.07502564102564
Yukon,pH,2015,PH,8.073851911976911
Yukon,pH,2016,PH,8.113825336700337
Yukon,pH,2017,PH,8.033746212121212
Yukon,pH,2018,PH,7.991744949494949
Yukon,pH,2019,PH,7.9885238095238105
